162,Marble Arch,1.0,false,Central Line
255,Temple,1.0,false,Circle Line|District Line
209,Ravenscourt Park,2.0,false,District Line
112,Hanger Lane,3.0,false,Central Line
123,Highbury & Islington,2.0,true,Victoria Line
194,Park Royal,3.0,false,Piccadilly Line
145,King's Cross St. Pancras,1.0,true,Metropolitan Line|Hammersmith & City Line|Piccadilly Line|Victoria Line|Northern Line|Circle Line
48,Chancery Lane,1.0,false,Central Line
63,Custom House,3.0,false,Docklands Light Railway
295,Whitechapel,2.0,false,District Line|East London Line|Hammersmith & City Line
18,Bayswater,1.0,false,Circle Line|District Line
282,Wembley Park,4.0,false,Jubilee Line|Metropolitan Line
150,Latimer Road,2.0,false,Hammersmith & City Line
95,Finsbury Park,2.0,true,Piccadilly Line|Victoria Line
263,Tower Hill,1.0,false,Circle Line|District Line
50,Chesham,10.0,false,Metropolitan Line
67,Dagenham Heathway,5.0,false,District Line
199,Pinner,5.0,false,Metropolitan Line
177,Northolt,5.0,false,Central Line
182,North Ealing,3.0,false,Piccadilly Line
16,Barkingside,5.0,false,Central Line
127,Holland Park,2.0,false,Central Line
31,Bounds Green,3.5,false,Piccadilly Line
154,Leytonstone,3.5,false,Central Line
11,Baker Street,1.0,false,Metropolitan Line|Jubilee Line|Hammersmith & City Line|Bakerloo Line|Circle Line
72,Ealing Broadway,3.0,true,Central Line|District Line
175,New Cross Gate,2.0,true,East London Line
143,Kilburn Park,2.0,false,Bakerloo Line
43,Canning Town,3.0,true,Jubilee Line|Docklands Light Railway
250,St. Paul's,1.0,false,Central Line
231,Southfields,3.0,false,District Line
99,Gloucester Road,1.0,false,Circle Line|District Line|Piccadilly Line
87,Embankment,1.0,false,Bakerloo Line|Circle Line|District Line|Northern Line
203,Prince Regent,3.0,false,Docklands Light Railway
218,Royal Oak,2.0,false,Hammersmith & City Line
104,Great Portland Street,1.0,false,Circle Line|Hammersmith & City Line|Metropolitan Line
40,Camden Town,2.0,false,Northern Line
304,West Silvertown,3.0,false,Docklands Light Railway
26,Blackhorse Road,3.0,true,Victoria Line
258,Tooting Broadway,3.0,false,Northern Line
158,Loughton,6.0,false,Central Line
186,Notting Hill Gate,1.5,false,Central Line|Circle Line|District Line
55,Clapham North,2.0,false,Northern Line
114,Harrow & Wealdston,5.0,true,Bakerloo Line
171,Mudchute,2.0,false,Docklands Light Railway
139,Kentish Town,2.0,true,Northern Line
23,Bermondsey,2.0,false,Jubilee Line
8,Archway,2.5,false,Northern Line
75,Eastcote,5.0,false,Metropolitan Line|Piccadilly Line
290,West Hampstead,2.0,true,Jubilee Line
119,Hendon Central,3.5,false,Northern Line
58,Colindale,4.0,false,Northern Line
235,South Harrow,5.0,false,Piccadilly Line
246,Stonebridge Park,3.0,false,Bakerloo Line
207,Queensbury,4.0,false,Jubilee Line
272,Vauxhall,1.5,true,Victoria Line
82,Edgware Road (B),1.0,false,Bakerloo Line
214,Rickmansworth,7.0,false,Metropolitan Line
287,West Brompton,2.0,true,District Line
151,Leicester Square,1.0,false,Northern Line|Piccadilly Line
300,Wimbledon Park,3.0,false,District Line
36,Bromley-By-Bow,2.5,false,Hammersmith & City Line|District Line
168,Moor Park,6.5,false,Metropolitan Line
262,Tower Gateway,1.0,false,Docklands Light Railway
146,Knightsbridge,1.0,false,Piccadilly Line
30,Boston Manor,4.0,false,Piccadilly Line
51,Chigwell,5.0,false,Central Line
190,Osterley,4.0,false,Piccadilly Line
183,North Greenwich,2.5,false,Jubilee Line
19,Beckton,3.0,false,Docklands Light Railway
273,Victoria,1.0,true,Circle Line|District Line|Victoria Line
305,Pontoon Dock,3.0,false,Docklands Light Railway
210,Rayners Lane,5.0,false,Metropolitan Line|Piccadilly Line
107,Green Park,1.0,false,Jubilee Line|Piccadilly Line|Victoria Line
239,South Ruislip,5.0,true,Central Line
242,Stamford Brook,2.0,false,District Line
4,All Saints,2.0,false,Docklands Light Railway
294,West Ruislip,6.0,true,Central Line
126,Holborn,1.0,false,Central Line|Piccadilly Line
136,Kennington,2.0,false,Northern Line
268,Upminster Bridge,6.0,false,District Line
79,East India,2.5,false,Docklands Light Railway
195,Parsons Green,2.0,false,District Line
94,Finchley Road,2.0,false,Jubilee Line|Metropolitan Line
283,Westbourne Park,2.0,false,Hammersmith & City Line
131,Hounslow East,4.0,false,Piccadilly Line
47,Chalk Farm,2.0,false,Northern Line
15,Barking,4.0,true,District Line|Hammersmith & City Line
163,Marylebone,1.0,true,Bakerloo Line
200,Plaistow,3.0,false,District Line|Hammersmith & City Line
68,Debden,6.0,false,Central Line
62,Croxley,7.0,false,Metropolitan Line
178,Northwick Park,4.0,false,Metropolitan Line
277,Warren Street,1.0,false,Northern Line|Victoria Line
90,Euston Square,1.0,false,Circle Line|Hammersmith & City Line|Metropolitan Line
111,Hampstead,2.5,false,Northern Line
254,Swiss Cottage,2.0,false,Jubilee Line
227,Shepherd's Bush (H),2.0,false,Hammersmith & City Line
122,High Street Kensington,1.0,false,Circle Line|District Line
83,Edgware Road (C),1.0,false,Circle Line|District Line|Hammersmith & City Line
215,Roding Valley,5.0,false,Central Line
222,Ruislip Manor,6.0,false,Metropolitan Line|Piccadilly Line
232,Southgate,4.0,false,Piccadilly Line
100,Golders Green,3.0,false,Northern Line
